9103,Tutee0080,10,여성,베트남어,고급,평일,오후
9104,Tutee0081,8,여성,한국어,초급,평일,"오후, 저녁"
9105,Tutee0082,9,여성,중국어,중급,주말,"오전, 저녁"
9106,Tutee0083,10,여성,한국어,고급,주말,저녁
9107,Tutee0084,8,여성,한국어,중급,주말,"오후, 저녁"
9108,Tutee0085,10,여성,베트남어,초급,주말,저녁
9109,Tutee0086,7,여성,베트남어,중급,평일,"오전, 오후, 저녁"
9110,Tutee0087,9,여성,중국어,고급,주말,"오후, 저녁"
9111,Tutee0088,9,남성,중국어,고급,평일,저녁
9112,Tutee0089,7,남성,한국어,중급,주말,"오전, 오후, 저녁"
9113,Tutee0090,9,남성,중국어,초급,주말,"오후, 저녁"
9114,Tutee0091,8,여성,베트남어,고급,주말,"오후, 저녁"
9115,Tutee0092,7,남성,한국어,고급,주말,저녁
9116,Tutee0093,7,남성,중국어,고급,평일,오전
9117,Tutee0094,10,여성,한국어,고급,평일,"오전, 오후, 저녁"
9118,Tutee0095,10,남성,한국어,초급,주말,저녁
9119,Tutee0096,8,여성,한국어,초급,평일,오후
9120,Tutee0097,7,남성,베트남어,중급,평일,오후
9121,Tutee0098,7,남성,한국어,중급,주말,"오후, 저녁"
9122,Tutee0099,7,남성,베트남어,중급,주말,"오후, 저녁"
9123,Tutee0100,8,남성,베트남어,중급,평일,오전
9124,Tutee0101,10,여성,중국어,초급,평일,오후
9125,Tutee0102,8,남성,베트남어,초급,평일,"오후, 저녁"
9126,Tutee0103,7,여성,베트남어,초급,평일,"오전, 오후"
9127,Tutee0104,10,여성,한국어,중급,주말,"오전, 저녁"
9128,Tutee0105,7,남성,한국어,고급,평일,오전
9129,Tutee0106,10,남성,중국어,고급,주말,"오전, 오후"
9130,Tutee0107,10,여성,한국어,초급,평일,"오전, 오후, 저녁"
9131,Tutee0108,8,남성,베트남어,고급,주말,저녁
9132,Tutee0109,10,여성,중국어,초급,평일,"오전, 저녁"
9133,Tutee0110,9,여성,베트남어,중급,평일,오후
9134,Tutee0111,7,남성,중국어,중급,주말,"오전, 오후, 저녁"
9135,Tutee0112,10,남성,베트남어,초급,주말,저녁
9136,Tutee0113,10,여성,한국어,초급,주말,오전
9137,Tutee0114,8,남성,한국어,초급,주말,오후
9138,Tutee0115,9,여성,중국어,초급,평일,저녁
9139,Tutee0116,10,여성,한국어,중급,평일,"오전, 오후"
9140,Tutee0117,9,남성,중국어,초급,주말,"오전, 오후, 저녁"
9141,Tutee0118,10,남성,중국어,고급,주말,오전
9142,Tutee0119,10,여성,중국어,중급,평일,오후
9143,Tutee0120,7,여성,중국어,고급,주말,"오전, 저녁"
9144,Tutee0121,10,남성,베트남어,고급,평일,오후
9145,Tutee0122,10,남성,중국어,고급,주말,"오후, 저녁"
9146,Tutee0123,8,여성,베트남어,고급,주말,저녁
9147,Tutee0124,10,여성,베트남어,고급,평일,"오후, 저녁"
9148,Tutee0125,8,남성,중국어,고급,평일,"오전, 저녁"
9149,Tutee0126,8,여성,중국어,고급,평일,오전
9150,Tutee0127,7,여성,한국어,고급,주말,"오전, 오후"
9151,Tutee0128,9,남성,중국어,초급,주말,저녁
9152,Tutee0129,7,여성,중국어,중급,평일,"오전, 저녁"
9153,Tutee0130,9,여성,중국어,고급,주말,"오전, 오후"
9154,Tutee0131,7,여성,한국어,중급,평일,"오전, 저녁"
9155,Tutee0132,7,남성,한국어,고급,평일,"오전, 오후"
9156,Tutee0133,9,남성,한국어,중급,주말,"오전, 오후"
9157,Tutee0134,8,남성,베트남어,고급,평일,"오후, 저녁"
9158,Tutee0135,7,남성,한국어,중급,평일,"오후, 저녁"
9159,Tutee0136,8,남성,베트남어,초급,주말,저녁
9160,Tutee0137,8,여성,중국어,고급,주말,"오전, 저녁"
9161,Tutee0138,9,남성,한국어,중급,주말,오전
9162,Tutee0139,8,남성,중국어,고급,주말,"오전, 저녁"
9163,Tutee0140,9,여성,중국어,중급,평일,"오후, 저녁"
9164,Tutee0141,9,여성,베트남어,초급,주말,오전
9165,Tutee0142,7,남성,베트남어,중급,평일,"오전, 저녁"
9166,Tutee0143,8,남성,베트남어,초급,주말,"오전, 오후, 저녁"
9167,Tutee0144,7,남성,베트남어,초급,평일,저녁
9168,Tutee0145,8,여성,중국어,초급,주말,"오전, 오후, 저녁"
9169,Tutee0146,10,남성,한국어,중급,평일,오전
9170,Tutee0147,8,남성,중국어,중급,주말,오후
9171,Tutee0148,8,여성,한국어,고급,주말,오후
9172,Tutee0149,9,여성,한국어,초급,평일,"오전, 오후, 저녁"
9173,Tutee0150,8,여성,한국어,고급,평일,오전
9174,Tutee0151,9,남성,베트남어,중급,주말,오후
9175,Tutee0152,8,여성,한국어,고급,평일,저녁
9176,Tutee0153,9,남성,베트남어,고급,주말,"오후, 저녁"
9177,Tutee0154,9,남성,베트남어,고급,주말,오후
9178,Tutee0155,10,남성,중국어,초급,주말,"오전, 저녁"
9179,Tutee0156,7,남성,한국어,초급,평일,저녁
9180,Tutee0157,7,여성,한국어,중급,평일,오전
9181,Tutee0158,10,남성,베트남어,고급,주말,"오전, 오후"
9182,Tutee0159,9,남성,베트남어,고급,주말,저녁
9183,Tutee0160,8,남성,한국어,초급,주말,저녁
9184,Tutee0161,10,여성,한국어,중급,주말,"오전, 오후"
9185,Tutee0162,10,여성,중국어,중급,평일,"오전, 오후"
9186,Tutee0163,7,남성,한국어,중급,주말,오전
9187,Tutee0164,9,여성,중국어,초급,주말,"오전, 오후"
9188,Tutee0165,8,남성,중국어,중급,주말,오후
9189,Tutee0166,8,남성,한국어,중급,주말,오후
9190,Tutee0167,9,여성,중국어,중급,주말,"오후, 저녁"
9191,Tutee0168,9,여성,한국어,초급,평일,"오전, 저녁"
9192,Tutee0169,8,남성,한국어,고급,주말,"오전, 저녁"
9193,Tutee0170,10,남성,중국어,초급,평일,저녁
9194,Tutee0171,7,여성,베트남어,초급,주말,"오후, 저녁"
9195,Tutee0172,9,여성,한국어,중급,평일,"오전, 오후, 저녁"
9196,Tutee0173,7,남성,중국어,초급,평일,"오후, 저녁"
9197,Tutee0174,8,여성,한국어,고급,평일,오후
9198,Tutee0175,8,여성,베트남어,중급,평일,"오후, 저녁"
9199,Tutee0176,9,남성,한국어,초급,평일,오전
9200,Tutee0177,10,남성,베트남어,중급,평일,"오후, 저녁"
9201,Tutee0178,10,남성,베트남어,초급,주말,"오전, 오후, 저녁"
9202,Tutee0179,9,여성,베트남어,고급,주말,"오전, 오후"
9203,Tutee0180,10,여성,한국어,고급,주말,저녁
9204,Tutee0181,7,남성,한국어,초급,주말,"오전, 저녁"
9205,Tutee0182,7,남성,한국어,초급,평일,"오전, 오후, 저녁"
9206,Tutee0183,9,여성,중국어,중급,주말,"오전, 오후, 저녁"
9207,Tutee0184,10,남성,베트남어,초급,평일,오전
9208,Tutee0185,9,남성,한국어,중급,평일,"오후, 저녁"
9209,Tutee0186,9,여성,베트남어,초급,주말,저녁
9210,Tutee0187,8,여성,중국어,초급,평일,"오전, 저녁"
9211,Tutee0188,7,여성,한국어,초급,평일,"오전, 오후"
9212,Tutee0189,7,남성,중국어,초급,주말,"오전, 오후"
9213,Tutee0190,7,남성,베트남어,초급,주말,저녁
9214,Tutee0191,8,여성,베트남어,초급,주말,"오전, 오후"
9215,Tutee0192,8,여성,베트남어,중급,평일,"오후, 저녁"
9216,Tutee0193,9,남성,중국어,초급,주말,오전
9217,Tutee0194,7,여성,베트남어,초급,평일,"오후, 저녁"
9218,Tutee0195,10,남성,한국어,중급,평일,저녁
9219,Tutee0196,7,여성,중국어,고급,주말,"오후, 저녁"
9220,Tutee0197,9,여성,한국어,고급,주말,"오후, 저녁"
9221,Tutee0198,9,남성,중국어,고급,주말,"오전, 오후"
9222,Tutee0199,10,남성,베트남어,초급,평일,오전
9223,Tutee0200,9,여성,중국어,중급,주말,"오전, 오후"
9224,Tutee0201,7,남성,한국어,중급,주말,"오후, 저녁"
9225,Tutee0202,9,남성,중국어,고급,평일,"오전, 저녁"
9226,Tutee0203,7,남성,중국어,중급,평일,"오후, 저녁"
9227,Tutee0204,9,여성,중국어,고급,평일,"오후, 저녁"
9228,Tutee0205,7,여성,한국어,고급,주말,"오전, 오후"
9229,Tutee0206,7,여성,베트남어,고급,주말,저녁
9230,Tutee0207,10,여성,한국어,고급,주말,"오전, 오후, 저녁"
9231,Tutee0208,7,남성,한국어,고급,주말,"오전, 저녁"
9232,Tutee0209,7,남성,한국어,고급,평일,"오전, 오후, 저녁"
9233,Tutee0210,9,남성,한국어,고급,평일,"오후, 저녁"
9234,Tutee0211,8,여성,베트남어,고급,주말,"오전, 저녁"
9235,Tutee0212,7,남성,베트남어,중급,평일,"오전, 오후, 저녁"
9236,Tutee0213,7,남성,베트남어,초급,주말,오후
9237,Tutee0214,9,남성,중국어,초급,주말,"오전, 오후"
9238,Tutee0215,7,여성,한국어,중급,주말,"오전, 저녁"
9239,Tutee0216,9,여성,베트남어,중급,평일,"오후, 저녁"
9240,Tutee0217,7,남성,베트남어,중급,주말,"오후, 저녁"
9241,Tutee0218,10,남성,베트남어,중급,주말,저녁
9242,Tutee0219,9,남성,한국어,초급,주말,"오전, 오후"
9243,Tutee0220,7,남성,한국어,초급,주말,오후
9244,Tutee0221,9,여성,중국어,중급,주말,"오후, 저녁"
9245,Tutee0222,10,남성,중국어,초급,평일,"오전, 오후"
9246,Tutee0223,7,여성,중국어,고급,평일,오전
9247,Tutee0224,7,남성,베트남어,고급,평일,"오전, 저녁"
9248,Tutee0225,8,남성,한국어,초급,평일,오전
9249,Tutee0226,10,여성,중국어,초급,평일,"오전, 오후"
9250,Tutee0227,8,여성,베트남어,초급,주말,저녁
9251,Tutee0228,8,여성,한국어,고급,평일,"오전, 저녁"
9252,Tutee0229,9,여성,베트남어,중급,평일,저녁
9253,Tutee0230,10,남성,베트남어,초급,주말,"오후, 저녁"
9254,Tutee0231,10,여성,베트남어,초급,평일,"오전, 오후"
9255,Tutee0232,8,여성,중국어,고급,평일,오후
9256,Tutee0233,10,남성,한국어,고급,평일,오후
9257,Tutee0234,7,남성,베트남어,중급,주말,"오후, 저녁"
9258,Tutee0235,9,여성,중국어,초급,주말,오전
9259,Tutee0236,8,남성,중국어,고급,주말,오전
9260,Tutee0237,7,여성,중국어,중급,평일,"오전, 오후"
9261,Tutee0238,7,남성,한국어,초급,평일,오후
9262,Tutee0239,9,여성,베트남어,초급,평일,"오전, 오후"
9263,Tutee0240,8,남성,한국어,고급,평일,"오전, 저녁"
9264,Tutee0241,9,남성,중국어,초급,주말,저녁
9265,Tutee0242,7,남성,중국어,중급,주말,"오후, 저녁"
9266,Tutee0243,7,남성,한국어,고급,평일,오후
9267,Tutee0244,9,여성,베트남어,고급,주말,"오전, 오후, 저녁"
9268,Tutee0245,9,여성,중국어,중급,주말,오후
9269,Tutee0246,10,남성,베트남어,중급,주말,오후
9270,Tutee0247,7,여성,베트남어,초급,주말,"오전, 오후"
9271,Tutee0248,7,여성,베트남어,고급,주말,"오후, 저녁"
9272,Tutee0249,9,남성,베트남어,고급,주말,저녁
9273,Tutee0250,8,남성,베트남어,고급,주말,"오전, 오후"
9274,Tutee0251,7,여성,중국어,고급,평일,오후
9275,Tutee0252,9,여성,중국어,고급,평일,오전
9276,Tutee0253,7,남성,한국어,중급,평일,저녁
9277,Tutee0254,8,남성,베트남어,고급,평일,오전
9278,Tutee0255,7,여성,중국어,초급,평일,오후
9279,Tutee0256,10,남성,베트남어,초급,평일,"오전, 저녁"
9280,Tutee0257,9,여성,중국어,중급,주말,저녁
9281,Tutee0258,8,여성,한국어,중급,평일,"오전, 오후"
9282,Tutee0259,10,남성,중국어,중급,주말,오전
9283,Tutee0260,9,여성,베트남어,초급,평일,"오후, 저녁"
9284,Tutee0261,10,여성,중국어,고급,평일,오전
9285,Tutee0262,7,남성,한국어,초급,평일,"오전, 저녁"
9286,Tutee0263,10,여성,중국어,고급,평일,"오전, 오후"
9287,Tutee0264,7,남성,한국어,초급,평일,"오후, 저녁"
9288,Tutee0265,9,여성,베트남어,중급,평일,"오전, 오후, 저녁"
9289,Tutee0266,7,남성,중국어,초급,평일,오후
9290,Tutee0267,10,남성,베트남어,초급,주말,오전
9291,Tutee0268,10,남성,중국어,고급,평일,"오전, 오후"
9292,Tutee0269,7,여성,한국어,초급,주말,오전
9293,Tutee0270,9,여성,중국어,초급,주말,"오후, 저녁"
9294,Tutee0271,10,남성,중국어,중급,평일,"오전, 오후, 저녁"
9295,Tutee0272,10,여성,베트남어,고급,주말,오전
9296,Tutee0273,8,남성,한국어,초급,평일,"오전, 오후, 저녁"
9297,Tutee0274,8,여성,한국어,고급,주말,"오후, 저녁"
9298,Tutee0275,9,여성,베트남어,초급,주말,"오전, 오후"
9299,Tutee0276,10,여성,중국어,중급,주말,"오전, 오후, 저녁"
9300,Tutee0277,7,남성,한국어,초급,평일,"오전, 오후, 저녁"
9301,Tutee0278,9,남성,한국어,초급,평일,"오후, 저녁"
9302,Tutee0279,10,남성,베트남어,고급,평일,"오후, 저녁"
9303,Tutee0280,9,남성,중국어,초급,평일,"오전, 저녁"
9304,Tutee0281,9,여성,중국어,초급,주말,"오전, 오후, 저녁"
9305,Tutee0282,7,여성,한국어,중급,평일,오후
9306,Tutee0283,7,남성,베트남어,초급,주말,"오전, 오후, 저녁"
9307,Tutee0284,8,여성,한국어,고급,평일,오전
9308,Tutee0285,8,남성,한국어,초급,평일,"오전, 저녁"
9309,Tutee0286,10,남성,중국어,고급,평일,저녁
9310,Tutee0287,7,여성,베트남어,초급,평일,저녁
9311,Tutee0288,7,여성,중국어,고급,평일,오후
9312,Tutee0289,8,여성,한국어,고급,평일,저녁
9313,Tutee0290,7,남성,한국어,중급,평일,"오전, 오후"
9314,Tutee0291,9,남성,중국어,중급,주말,저녁
9315,Tutee0292,7,여성,중국어,중급,평일,오후
9316,Tutee0293,10,여성,한국어,고급,주말,"오전, 오후"
9317,Tutee0294,9,여성,베트남어,초급,평일,"오전, 저녁"
9318,Tutee0295,8,남성,한국어,초급,주말,"오전, 오후"
9319,Tutee0296,9,여성,베트남어,초급,주말,오전
9320,Tutee0297,9,여성,중국어,중급,평일,저녁
9321,Tutee0298,10,남성,베트남어,초급,주말,"오후, 저녁"
9322,Tutee0299,8,남성,중국어,중급,주말,"오전, 오후"
9323,Tutee0300,8,여성,중국어,초급,주말,"오전, 저녁"
9324,Tutee0301,9,여성,중국어,중급,주말,"오전, 저녁"
9325,Tutee0302,9,여성,베트남어,중급,주말,"오전, 오후, 저녁"
9326,Tutee0303,7,여성,베트남어,중급,주말,"오전, 저녁"
9327,Tutee0304,10,여성,한국어,중급,주말,"오전, 오후"
9328,Tutee0305,9,남성,한국어,고급,평일,"오후, 저녁"
9329,Tutee0306,8,여성,베트남어,초급,평일,"오전, 저녁"
9330,Tutee0307,7,여성,베트남어,고급,주말,"오후, 저녁"
9331,Tutee0308,10,남성,중국어,고급,평일,오후
9332,Tutee0309,7,여성,베트남어,고급,주말,오전
9333,Tutee0310,8,남성,한국어,중급,평일,"오전, 저녁"
9334,Tutee0311,7,남성,중국어,중급,평일,오전
9335,Tutee0312,9,여성,중국어,고급,주말,오전
9336,Tutee0313,10,여성,베트남어,중급,주말,오전
9337,Tutee0314,8,여성,한국어,중급,평일,오전
9338,Tutee0315,10,남성,한국어,고급,주말,"오후, 저녁"
9339,Tutee0316,8,여성,한국어,초급,평일,오후
9340,Tutee0317,8,남성,한국어,고급,주말,"오전, 오후, 저녁"
9341,Tutee0318,7,여성,중국어,고급,평일,"오전, 오후, 저녁"
9342,Tutee0319,9,남성,베트남어,중급,평일,저녁
9343,Tutee0320,9,남성,베트남어,초급,평일,저녁
9344,Tutee0321,7,남성,한국어,중급,평일,"오후, 저녁"
9345,Tutee0322,9,남성,중국어,초급,평일,"오전, 오후, 저녁"
9346,Tutee0323,7,남성,한국어,초급,평일,"오전, 오후, 저녁"
9347,Tutee0324,10,여성,베트남어,중급,주말,"오전, 오후, 저녁"
9348,Tutee0325,8,남성,베트남어,초급,주말,"오전, 오후"
9349,Tutee0326,7,남성,한국어,초급,주말,"오전, 오후"
9350,Tutee0327,10,남성,한국어,초급,평일,"오전, 오후"
9351,Tutee0328,8,여성,한국어,고급,주말,"오전, 오후, 저녁"
9352,Tutee0329,8,여성,한국어,초급,평일,오후
9353,Tutee0330,7,남성,한국어,고급,평일,오후
9354,Tutee0331,10,남성,중국어,중급,평일,"오후, 저녁"
9355,Tutee0332,9,남성,베트남어,중급,주말,저녁
9356,Tutee0333,10,여성,베트남어,고급,평일,저녁
9357,Tutee0334,10,여성,베트남어,고급,주말,저녁
9358,Tutee0335,10,여성,중국어,초급,평일,"오후, 저녁"
9359,Tutee0336,10,남성,한국어,초급,평일,"오전, 오후, 저녁"
9360,Tutee0337,7,여성,베트남어,초급,주말,"오전, 오후"
9361,Tutee0338,9,여성,한국어,초급,주말,"오전, 오후"
9362,Tutee0339,9,남성,한국어,초급,주말,"오후, 저녁"
9363,Tutee0340,8,남성,베트남어,중급,평일,"오전, 저녁"
9364,Tutee0341,7,여성,중국어,초급,주말,"오전, 저녁"
9365,Tutee0342,10,여성,베트남어,초급,평일,저녁
9366,Tutee0343,7,남성,한국어,고급,평일,오후
9367,Tutee0344,10,여성,한국어,고급,주말,저녁
9368,Tutee0345,8,남성,한국어,초급,주말,"오전, 오후, 저녁"
9369,Tutee0346,9,남성,한국어,초급,주말,"오전, 저녁"
9370,Tutee0347,9,남성,베트남어,고급,평일,오전
9371,Tutee0348,9,여성,중국어,초급,주말,"오전, 오후, 저녁"
9372,Tutee0349,10,남성,중국어,초급,평일,"오전, 오후, 저녁"
9373,Tutee0350,7,남성,중국어,고급,주말,저녁
9374,Tutee0351,9,여성,중국어,중급,평일,오후
9375,Tutee0352,9,남성,한국어,고급,주말,저녁
9376,Tutee0353,7,여성,베트남어,고급,주말,오전
9377,Tutee0354,10,남성,베트남어,고급,평일,오후
9378,Tutee0355,9,남성,한국어,고급,주말,저녁
9379,Tutee0356,7,남성,한국어,고급,평일,오후
9380,Tutee0357,9,남성,중국어,초급,주말,"오전, 저녁"
9381,Tutee0358,9,여성,중국어,중급,주말,"오전, 오후"
9382,Tutee0359,9,여성,중국어,고급,평일,"오후, 저녁"
9383,Tutee0360,9,여성,베트남어,중급,주말,"오전, 오후"
9384,Tutee0361,9,남성,베트남어,중급,평일,저녁
9385,Tutee0362,9,남성,중국어,중급,주말,"오전, 오후"
9386,Tutee0363,9,남성,베트남어,초급,주말,"오전, 저녁"
9387,Tutee0364,8,남성,중국어,고급,주말,오전
9388,Tutee0365,8,여성,중국어,초급,평일,오전
9389,Tutee0366,9,여성,한국어,고급,평일,저녁
9390,Tutee0367,9,여성,한국어,초급,주말,저녁
9391,Tutee0368,10,남성,중국어,고급,평일,오전
9392,Tutee0369,7,여성,중국어,초급,평일,"오전, 저녁"
9393,Tutee0370,9,남성,중국어,초급,주말,오전
9394,Tutee0371,7,남성,한국어,초급,주말,"오전, 오후"
9395,Tutee0372,9,남성,중국어,고급,주말,오후
9396,Tutee0373,9,여성,베트남어,중급,주말,저녁
9397,Tutee0374,10,남성,한국어,초급,평일,"오전, 오후"
9398,Tutee0375,10,남성,한국어,초급,주말,"오후, 저녁"
9399,Tutee0376,8,남성,베트남어,초급,주말,"오전, 저녁"
9400,Tutee0377,10,여성,중국어,중급,평일,오후
9401,Tutee0378,10,여성,한국어,초급,평일,"오전, 저녁"
9402,Tutee0379,8,여성,베트남어,초급,주말,오후
9403,Tutee0380,10,남성,중국어,초급,주말,오후
9404,Tutee0381,7,남성,베트남어,고급,평일,오후
9405,Tutee0382,8,여성,베트남어,초급,평일,오전
9406,Tutee0383,8,남성,중국어,초급,주말,"오전, 오후, 저녁"
9407,Tutee0384,9,여성,중국어,중급,평일,오전
9408,Tutee0385,7,남성,중국어,중급,평일,"오전, 오후, 저녁"
9409,Tutee0386,7,여성,베트남어,초급,평일,"오전, 오후, 저녁"
9410,Tutee0387,8,남성,중국어,초급,주말,"오전, 저녁"
9411,Tutee0388,10,남성,한국어,초급,주말,"오전, 오후, 저녁"
9412,Tutee0389,7,남성,중국어,고급,평일,"오전, 오후, 저녁"
9413,Tutee0390,10,여성,한국어,초급,주말,오후
9414,Tutee0391,8,여성,베트남어,고급,평일,"오후, 저녁"
9415,Tutee0392,8,남성,한국어,초급,평일,"오전, 오후, 저녁"
9416,Tutee0393,7,남성,베트남어,고급,주말,"오전, 오후, 저녁"
9417,Tutee0394,7,남성,중국어,중급,평일,"오전, 저녁"
9418,Tutee0395,10,남성,한국어,초급,주말,"오후, 저녁"
9419,Tutee0396,7,남성,한국어,초급,평일,"오전, 오후"
9420,Tutee0397,8,남성,중국어,중급,주말,저녁
9421,Tutee0398,7,여성,한국어,초급,평일,"오전, 오후"
9422,Tutee0399,9,남성,중국어,초급,평일,"오전, 오후, 저녁"
9423,Tutee0400,10,여성,한국어,초급,평일,저녁
9424,Tutee0401,7,여성,베트남어,고급,주말,"오전, 저녁"
9425,Tutee0402,10,남성,한국어,초급,주말,오전
9426,Tutee0403,9,남성,한국어,고급,주말,오후
9427,Tutee0404,10,여성,한국어,중급,주말,오후
9428,Tutee0405,10,남성,중국어,중급,주말,저녁
9429,Tutee0406,8,남성,한국어,초급,주말,오전
9430,Tutee0407,8,여성,베트남어,중급,주말,"오전, 오후, 저녁"
9431,Tutee0408,9,여성,한국어,중급,주말,"오후, 저녁"
9432,Tutee0409,10,여성,베트남어,중급,주말,"오전, 오후"
9433,Tutee0410,7,여성,한국어,초급,평일,"오전, 오후"
9434,Tutee0411,7,남성,베트남어,초급,주말,"오전, 오후, 저녁"
9435,Tutee0412,9,여성,베트남어,중급,평일,"오전, 오후, 저녁"
9436,Tutee0413,9,여성,중국어,고급,평일,"오전, 오후"
9437,Tutee0414,10,남성,한국어,중급,평일,저녁
9438,Tutee0415,7,남성,베트남어,초급,주말,"오후, 저녁"
9439,Tutee0416,8,여성,중국어,초급,주말,오전
9440,Tutee0417,10,여성,한국어,초급,주말,"오후, 저녁"
9441,Tutee0418,8,여성,한국어,고급,평일,"오후, 저녁"
9442,Tutee0419,7,여성,베트남어,초급,주말,"오후, 저녁"
9443,Tutee0420,7,여성,한국어,중급,평일,"오전, 오후"
9444,Tutee0421,9,남성,중국어,초급,평일,저녁
9445,Tutee0422,7,여성,한국어,초급,주말,"오후, 저녁"
9446,Tutee0423,7,남성,중국어,초급,주말,오후
9447,Tutee0424,7,여성,한국어,중급,주말,오전
9448,Tutee0425,7,여성,중국어,초급,평일,저녁
